Date,Value
2020-12-31,8.398549655850541
2019-12-31,8.398549655850541
2018-12-31,6.363927679449361
2017-12-31,6.070297935103246
2016-12-31,5.479311356932152
2015-12-31,4.679402163225172
2014-12-31,3.5764380339351947
2013-12-31,3.3745167366696043
2012-12-31,3.1398622418879047
2011-12-31,2.928997468043265
2010-12-31,2.747093731563422
2009-12-31,2.868212045231072
2008-12-31,2.710600909537857
2007-12-31,2.272839233038348
2006-12-31,1.696748515240905
2005-12-31,1.5466421533923305
2004-12-31,1.4595488003933137
2003-12-31,1.3466254473942967
2002-12-31,1.2779655653883975
2001-12-31,1.3784587020648966
2000-12-31,1.3776524090462146
1999-12-31,1.3776524090462146
1998-12-31,1.3776524090462146
1997-12-31,1.1694272369714847
1996-12-31,1.1796066863323504
1995-12-31,1.6828343166175026
1994-12-31,1.6828343166175026
1993-12-31,1.6838421828908554
1992-12-31,1.4099041297935104
1991-12-31,1.0096804326450344
1990-12-31,1.0068584070796462
1989-12-31,1.0308456243854476
1988-12-31,0.9293534906588006
1987-12-31,0.9010324483775812
1986-12-31,0.8718043264503442
1985-12-31,0.8788593903638151
1984-12-31,0.8967994100294985
1983-12-31,0.8799680432645036
1982-12-31,0.8658579154375615
1981-12-31,0.7049016715830876
1980-12-31,0.7083284169124877
