Date,Value
2020-12-31,9899.334720869372
2019-12-31,9810.45641884326
2018-12-31,9652.68722670285
2017-12-31,9466.360373217733
2016-12-31,9278.978312814352
2015-12-31,9279.731355777969
2014-12-31,9293.185855185973
2013-12-31,9247.425491373511
2012-12-31,9004.244462259308
2011-12-31,8827.193609288057
2010-12-31,8145.827623874334
2009-12-31,7713.898355778266
2008-12-31,7378.247605264255
2007-12-31,7239.761608414057
2006-12-31,6677.286156049583
2005-12-31,6098.182530359008
2004-12-31,5334.891665923884
2003-12-31,4532.148214607946
2002-12-31,3843.396023624423
2001-12-31,3523.076663603748
2000-12-31,3360.873683883625
1999-12-31,3294.43328918853
1998-12-31,3163.3646553354365
1997-12-31,3166.7923524302755
1996-12-31,3177.7155183986856
1995-12-31,3028.832755794003
1994-12-31,2938.109041436819
1993-12-31,2787.266232377549
1992-12-31,2581.2196676429194
1991-12-31,2455.9254617655483
1990-12-31,2323.8327979937676
1989-12-31,2309.6745626251995
1988-12-31,2210.8658792308433
1987-12-31,2061.5188197865846
1986-12-31,1916.3138131152016
1985-12-31,1833.5220553805223
1984-12-31,1733.3494932924618
1983-12-31,1607.6963597595793
1982-12-31,1512.3620497496233
1981-12-31,1448.5327936322935
1980-12-31,1471.2097352184214
1979-12-31,1458.4542207472805
1978-12-31,1418.532586747363
1977-12-31,1293.548110576044
1976-12-31,1183.1413922532035
1975-12-31,1131.2727890228239
1974-12-31,1006.7685345206479
1973-12-31,987.0023005725691
1972-12-31,945.3767244375124
1971-12-31,881.7011556436823
1970-12-31,748.5071302628548
1969-12-31,582.473700126301
1968-12-31,476.6827903460292
1967-12-31,475.92067379776904
1966-12-31,530.3490445334894
1965-12-31,488.5254189209302
