Date,Value
2021-12-31,3993.966383561644
2020-12-31,3900.701557377049
2019-12-31,3848.3102465753423
2018-12-31,3802.040876712329
2017-12-31,3845.860219178082
2016-12-31,3999.15587431694
2015-12-31,4308.835068493151
2014-12-31,4245.957726027397
2013-12-31,4216.442627534247
2012-12-31,4155.228797814208
2011-12-31,4074.1846986301375
2010-12-31,4076.966082191781
2009-12-31,3805.374520547945
2008-12-31,3813.9952677595625
2007-12-31,3741.677824657535
2006-12-31,3710.500221917808
2005-12-31,3641.963717808219
2004-12-31,3485.775491803279
2003-12-31,3405.638493150685
2002-12-31,3351.0350136986303
2001-12-31,3310.147671232877
2000-12-31,3256.8431693989073
1999-12-31,3217.568767123288
1998-12-31,3216.7654794520554
1997-12-31,3215.7613698630134
1996-12-31,3174.731147540984
1995-12-31,2992.6482191780824
1994-12-31,2933.606575342466
1993-12-31,2892.438082191781
1992-12-31,2844.68087431694
1991-12-31,2831.3882191780826
1990-12-31,2777.5679452054796
1989-12-31,2764.112876712329
1988-12-31,2744.744535519126
1987-12-31,2693.8252054794525
1986-12-31,2624.5416438356165
1985-12-31,2508.2657534246578
1984-12-31,2295.3314207650274
1983-12-31,2130.1180821917806
1982-12-31,2050.7934246575346
1981-12-31,2032.7194520547944
1980-12-31,2121.8948087431695
1979-12-31,2131.7246575342465
1978-12-31,2089.5520547945207
1977-12-31,1880.4964383561646
1976-12-31,1745.5814207650271
1975-12-31,1547.5336986301372
1974-12-31,1302.330136986301
1973-12-31,1076.6063013698629
1972-12-31,914.6478142076502
1971-12-31,791.4391780821919
1970-12-31,615.5191780821917
1969-12-31,436.58684931506855
1968-12-31,320.23688524590165
1967-12-31,278.74082191780826
1966-12-31,292.19589041095895
1965-12-31,227.12958904109593
