Date,Value
2021-12-31,433.6705882352941
2020-12-31,399.66423823529414
2019-12-31,440.90578315143375
2018-12-31,441.5764705882352
2017-12-31,412.5403406554394
2016-12-31,386.6134705882353
2015-12-31,372.4823529411765
2014-12-31,357.39699248120303
2013-12-31,355.2310000000001
2012-12-31,358.3
2011-12-31,337.3999999999999
2010-12-31,322.93663003663005
2009-12-31,302.54865330747685
2008-12-31,330.2122799484758
2007-12-31,315.7005152425934
2006-12-31,311.3705882352941
2005-12-31,300.1355517389438
2004-12-31,284.6584422498927
2003-12-31,279.006206955775
2002-12-31,258.90771404036064
2001-12-31,274.3250430677743
2000-12-31,262.21045466838774
1999-12-31,255.20315394820153
1998-12-31,235.45765418443096
1997-12-31,250.3853657624503
1996-12-31,262.35344102867276
1995-12-31,269.5747647058824
1994-12-31,278.30417647058823
1993-12-31,311.86205882352937
1992-12-31,349.0041764705882
1991-12-31,362.2358823529412
1990-12-31,405.1941176470589
1989-12-31,422.8
1988-12-31,440.0
1987-12-31,424.087
1986-12-31,423.948
1985-12-31,409.25200000000007
1984-12-31,0.0
1983-12-31,0.0
1982-12-31,0.0
1981-12-31,0.0
