Date,Value
2015-12-31,352.3362035762
2014-12-31,370.69423258035
2013-12-31,372.11562986889
2012-12-31,374.61420906052
2011-12-31,382.1099466354
2010-12-31,372.7343900514
2009-12-31,350.68153931876
2008-12-31,374.416290508
2007-12-31,379.791856132
2006-12-31,373.520362904
2005-12-31,354.624435256
2004-12-31,350.389141128
2003-12-31,341.511313052
2002-12-31,333.610860544
2001-12-31,329.619910308
2000-12-31,324.325792648
1999-12-31,317.48380513806
1998-12-31,318.46170221738
1997-12-31,305.91881358038
1996-12-31,331.70502909138
1995-12-31,329.86468106878
1994-12-31,341.26765992018
1993-12-31,363.25773316851
1992-12-31,364.31712170503
1991-12-31,376.3710618431
1990-12-31,366.84141564785
1989-12-31,361.38440051234
1988-12-31,356.09036820981
1987-12-31,337.43853302394
1986-12-31,319.03214217352
1985-12-31,315.37472941345
