Date,Value
2015-12-31,67.163466131652
2014-12-31,63.986815706506
2013-12-31,73.064775007165
2012-12-31,69.742094200822
2011-12-31,69.527706124009
2010-12-31,75.727644024076
2009-12-31,72.596837185612
2008-12-31,76.956689862682
2007-12-31,76.213410022185
2006-12-31,79.111690875795
2005-12-31,77.627729316199
2004-12-31,76.372360752842
2003-12-31,75.986218591765
2002-12-31,75.075475303334
2001-12-31,75.19191267794
2000-12-31,71.302307251361
1999-12-31,71.89946976211
1998-12-31,72.110943918983
1997-12-31,71.456028470431
1996-12-31,74.798796216681
1995-12-31,66.84209897774
1994-12-31,61.300706983854
1993-12-31,60.198910862711
1992-12-31,56.889677080348
1991-12-31,57.540221648992
1990-12-31,54.823931195543
1989-12-31,54.45898049465
1988-12-31,53.211642026692
1987-12-31,54.051333611479
1986-12-31,49.853892263316
1985-12-31,49.999262598213
1984-12-31,50.584810240872
1983-12-31,48.438818793555
1982-12-31,46.59170062218
1981-12-31,50.209693782293
1980-12-31,52.513254473729
1979-12-31,53.265520542423
1978-12-31,48.187724578734
1977-12-31,44.951963907579
1976-12-31,42.329198424833
1975-12-31,39.995140460342
1974-12-31,37.898961225682
1973-12-31,30.294974477255
1972-12-31,23.49306601018
1971-12-31,18.144860892068
1970-12-31,13.734955208288
1969-12-31,9.6574698008096
1968-12-31,6.7815769517053
1967-12-31,4.126281044367
1966-12-31,3.2011970950263
1965-12-31,2.6634285134864
